access_day,access_hour,product_name,category_name,department_name,total_views,unique_visitors
2017-09-11,10,stiga master series st3100 competition indoor,hockey,fitness ,2,2
2017-09-11,10,tyr boys' team digi jammer,girls' apparel,golf ,2,2
2017-09-11,10,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-09-11,10,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-09-11,10,under armour men's compression ev sl slide,electronics,footwear ,1,1
2017-09-11,10,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-09-11,11,adidas men's germany black crest away tee,girls' apparel,golf ,2,2
2017-09-11,11,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-11,11,cleveland golf collegiate my custom wedge 588,women's golf clubs,outdoors ,1,1
2017-09-11,11,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,2,2
2017-09-11,11,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-09-11,11,glove it women's imperial golf glove,golf balls,outdoors ,1,1
2017-09-11,11,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-11,11,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-09-11,11,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,11,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-09-11,11,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-11,11,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,2,2
2017-09-11,11,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-09-11,11,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-11,11,sole e25 elliptical,basketball,fitness ,1,1
2017-09-11,11,top flite women's 2017 xl hybrid,golf apparel,outdoors ,1,1
2017-09-11,11,under armour girls' toddler spine surge runni,shop by sport,golf ,2,2
2017-09-11,11,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-09-11,12,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-09-11,12,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-11,12,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-09-11,12,garmin approach s4 golf gps watch,kids' golf clubs,outdoors ,1,1
2017-09-11,12,glove it urban brick golf towel,trade-in,outdoors ,1,1
2017-09-11,12,lija women's mid-length panel golf shorts,golf shoes,outdoors ,1,1
2017-09-11,12,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-09-11,12,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,12,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-11,12,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-09-11,12,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-09-11,12,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-09-11,13,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-11,13,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-11,13,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-11,13,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-09-11,13,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-11,13,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,13,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-09-11,13,nike men's free 5.0+ running shoe,cardio equipment,footwear ,2,2
2017-09-11,13,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-09-11,13,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-11,13,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-11,13,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-09-11,13,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-09-11,14,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-11,14,adidas men's germany black crest away tee,girls' apparel,golf ,2,2
2017-09-11,14,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-09-11,14,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-09-11,14,insta-bed neverflat air mattress,hunting & shooting,fan shop ,2,2
2017-09-11,14,lija women's mid-length panel golf shorts,golf shoes,outdoors ,1,1
2017-09-11,14,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-11,14,nike men's comfort 2 slide,tennis & racquet,fitness ,2,2
2017-09-11,14,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-11,14,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-11,14,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-11,14,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-09-11,14,team golf texas longhorns putter grip,accessories,outdoors ,1,1
2017-09-11,14,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-09-11,15,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-11,15,bridgestone e6 straight distance nfl san dieg,electronics,outdoors ,1,1
2017-09-11,15,diamondback boys' insight 24 performance hybr,basketball,fitness ,1,1
2017-09-11,15,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-11,15,field & stream sportsman 16 gun fire safe,fishing,fan shop ,2,2
2017-09-11,15,hirzl women's soffft flex golf glove,golf balls,outdoors ,1,1
2017-09-11,15,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-11,15,lija women's button golf dress,golf shoes,outdoors ,1,1
2017-09-11,15,merrell women's grassbow sport hiking shoe,men's golf clubs,outdoors ,1,1
2017-09-11,15,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-09-11,15,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,15,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-11,15,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-11,15,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-09-11,15,sole e35 elliptical,strength training,footwear ,1,1
2017-09-11,15,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-09-11,15,the north face women's recon backpack,hunting & shooting,fan shop ,2,2
2017-09-11,15,tyr boys' team digi jammer,girls' apparel,golf ,2,2
2017-09-11,15,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-09-11,15,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-09-11,16,adidas brazuca 2017 official match ball,baseball & softball,fitness ,1,1
2017-09-11,16,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-11,16,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-11,16,garmin approach s4 golf gps watch,kids' golf clubs,outdoors ,1,1
2017-09-11,16,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-11,16,merrell women's grassbow sport hiking shoe,men's golf clubs,outdoors ,1,1
2017-09-11,16,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-11,16,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-11,16,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-09-11,16,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-11,16,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-09-11,16,polar loop activity tracker,kids' golf clubs,outdoors ,1,1
2017-09-11,16,sole e35 elliptical,strength training,footwear ,1,1
2017-09-11,16,titleist club glove travel cover,golf gloves,outdoors ,1,1
2017-09-11,16,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-11,16,under armour men's tech ii t-shirt,lacrosse,fitness ,2,2
2017-09-11,17,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-11,17,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-11,17,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-11,17,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,17,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-09-11,17,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-11,17,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-11,17,stiga master series st3100 competition indoor,hockey,fitness ,3,3
2017-09-11,17,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-11,18,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-11,18,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-11,18,bridgestone e6 straight distance nfl carolina,electronics,outdoors ,1,1
2017-09-11,18,bridgestone e6 straight distance nfl san dieg,electronics,outdoors ,1,1
2017-09-11,18,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-11,18,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-09-11,18,lija women's eyelet sleeveless golf polo,golf shoes,outdoors ,1,1
2017-09-11,18,merrell women's grassbow sport hiking shoe,men's golf clubs,outdoors ,1,1
2017-09-11,18,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,18,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-09-11,18,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-11,18,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-11,18,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-11,18,under armour hustle storm medium duffle bag,fitness accessories,footwear ,3,3
2017-09-11,18,under armour men's tech ii t-shirt,lacrosse,fitness ,1,1
2017-09-11,19,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-11,19,cleveland golf collegiate my custom wedge 588,women's golf clubs,outdoors ,1,1
2017-09-11,19,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-09-11,19,insta-bed neverflat air mattress,hunting & shooting,fan shop ,2,2
2017-09-11,19,lija women's mid-length panel golf shorts,golf shoes,outdoors ,1,1
2017-09-11,19,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,19,nike men's dri-fit victory golf polo,women's apparel,golf ,4,4
2017-09-11,19,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-09-11,19,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-09-11,19,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-09-11,19,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-11,19,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-09-11,19,yakima doubledown ace hitch mount 4-bike rack,strength training,footwear ,1,1
2017-09-11,20,adidas brazuca 2017 official match ball,baseball & softball,fitness ,2,2
2017-09-11,20,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-11,20,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-11,20,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-11,20,bag boy beverage holder,golf gloves,outdoors ,1,1
2017-09-11,20,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-11,20,garmin approach s3 golf gps watch,trade-in,outdoors ,2,2
2017-09-11,20,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,20,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-09-11,20,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-09-11,20,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-09-11,20,perfect fitness perfect rip deck,cleats,apparel ,4,3
2017-09-11,20,sole e35 elliptical,strength training,footwear ,1,1
2017-09-11,20,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-09-11,21,adidas kids' rg iii mid football cleat,featured shops,apparel ,4,4
2017-09-11,21,garmin approach s3 golf gps watch,trade-in,outdoors ,1,1
2017-09-11,21,merrell men's all out flash trail running sho,men's golf clubs,outdoors ,1,1
2017-09-11,21,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-09-11,21,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-11,21,nike men's free 5.0+ running shoe,cardio equipment,footwear ,2,1
2017-09-11,21,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-09-11,21,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-09-11,21,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-11,21,sole e25 elliptical,basketball,fitness ,1,1
2017-09-11,21,under armour women's ignite slide,electronics,footwear ,1,1
2017-09-11,22,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-11,22,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-11,22,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-11,22,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-09-11,22,field & stream sportsman 16 gun fire safe,fishing,fan shop ,2,2
2017-09-11,22,garmin approach s3 golf gps watch,trade-in,outdoors ,1,1
2017-09-11,22,lija women's mid-length panel golf shorts,golf shoes,outdoors ,1,1
2017-09-11,22,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-11,22,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,22,nike men's dri-fit victory golf polo,women's apparel,golf ,2,1
2017-09-11,22,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-11,22,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-11,22,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-09-11,22,under armour men's tech ii t-shirt,lacrosse,fitness ,2,2
2017-09-11,22,under armour women's micro g skulpt running s,boxing & mma,footwear ,2,2
2017-09-11,23,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-11,23,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-11,23,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-09-11,23,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-11,23,glove it women's imperial golf glove,golf balls,outdoors ,1,1
2017-09-11,23,lija women's button golf dress,golf shoes,outdoors ,1,1
2017-09-11,23,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-11,23,nike men's dri-fit victory golf polo,women's apparel,golf ,3,3
2017-09-11,23,nike men's free 5.0+ running shoe,cardio equipment,footwear ,3,3
2017-09-11,23,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-09-11,23,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,2,2
2017-09-11,23,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-11,23,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-09-11,23,under armour men's tech ii t-shirt,lacrosse,fitness ,3,2
2017-09-12,6,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,6,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-12,6,cleveland golf collegiate my custom wedge 588,women's golf clubs,outdoors ,1,1
2017-09-12,6,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-12,6,hirzl women's soffft flex golf glove,golf balls,outdoors ,1,1
2017-09-12,6,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-09-12,6,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-12,6,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-12,6,nike men's fingertrap max training shoe,soccer,fitness ,4,4
2017-09-12,6,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-09-12,6,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,2,2
2017-09-12,6,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-09-12,6,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-09-12,6,team golf new england patriots putter grip,accessories,outdoors ,1,1
2017-09-12,6,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,7,adidas brazuca 2017 official match ball,baseball & softball,fitness ,1,1
2017-09-12,7,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,7,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-09-12,7,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-12,7,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-09-12,7,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-09-12,7,garmin approach s4 golf gps watch,kids' golf clubs,outdoors ,1,1
2017-09-12,7,merrell men's all out flash trail running sho,men's golf clubs,outdoors ,1,1
2017-09-12,7,merrell women's grassbow sport hiking shoe,men's golf clubs,outdoors ,1,1
2017-09-12,7,nike men's cj elite 2 td football cleat,men's footwear,apparel ,3,3
2017-09-12,7,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-12,7,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-12,7,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-12,7,polar loop activity tracker,kids' golf clubs,outdoors ,1,1
2017-09-12,7,top flite women's 2017 xl hybrid,golf apparel,outdoors ,1,1
2017-09-12,7,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-09-12,7,under armour kids' mercenary slide,electronics,footwear ,1,1
2017-09-12,7,under armour women's ignite slide,electronics,footwear ,1,1
2017-09-12,8,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-12,8,clicgear 8.0 shoe brush,golf gloves,outdoors ,1,1
2017-09-12,8,mdgolf pittsburgh penguins putter,women's golf clubs,outdoors ,2,2
2017-09-12,8,merrell men's all out flash trail running sho,men's golf clubs,outdoors ,1,1
2017-09-12,8,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-12,8,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-12,8,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-09-12,8,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-09-12,8,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,8,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-12,8,under armour men's compression ev sl slide,electronics,footwear ,1,1
2017-09-12,9,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,9,adidas kids' rg iii mid football cleat,featured shops,apparel ,4,4
2017-09-12,9,bridgestone e6 straight distance nfl tennesse,electronics,outdoors ,2,2
2017-09-12,9,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,2,2
2017-09-12,9,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,3,3
2017-09-12,9,glove it women's mod oval golf glove,golf balls,outdoors ,1,1
2017-09-12,9,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-12,9,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-12,9,nike men's dri-fit victory golf polo,women's apparel,golf ,3,3
2017-09-12,9,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-09-12,9,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-12,9,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-12,9,team golf new england patriots putter grip,accessories,outdoors ,1,1
2017-09-12,9,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-12,10,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-12,10,field & stream sportsman 16 gun fire safe,fishing,fan shop ,1,1
2017-09-12,10,hirzl men's hybrid golf glove,golf balls,outdoors ,1,1
2017-09-12,10,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-12,10,pelican sunstream 100 kayak,water sports,fan shop ,2,2
2017-09-12,10,perfect fitness perfect rip deck,cleats,apparel ,4,4
2017-09-12,10,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,11,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,11,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-12,11,lija women's mid-length panel golf shorts,golf shoes,outdoors ,1,1
2017-09-12,11,nike men's comfort 2 slide,tennis & racquet,fitness ,2,2
2017-09-12,11,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-09-12,11,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-09-12,11,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-12,11,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-09-12,11,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,3,3
2017-09-12,11,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-12,11,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-12,11,sole e35 elliptical,strength training,footwear ,1,1
2017-09-12,11,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,11,under armour girls' toddler spine surge runni,shop by sport,golf ,1,1
2017-09-12,11,under armour hustle storm medium duffle bag,fitness accessories,footwear ,2,2
2017-09-12,11,under armour men's compression ev sl slide,electronics,footwear ,1,1
2017-09-12,12,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,12,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-09-12,12,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-12,12,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-12,12,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-12,12,insta-bed neverflat air mattress,hunting & shooting,fan shop ,2,2
2017-09-12,12,nike men's cj elite 2 td football cleat,men's footwear,apparel ,2,2
2017-09-12,12,nike men's comfort 2 slide,tennis & racquet,fitness ,1,1
2017-09-12,12,nike men's dri-fit victory golf polo,women's apparel,golf ,1,1
2017-09-12,12,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-09-12,12,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-09-12,12,the north face women's recon backpack,hunting & shooting,fan shop ,1,1
2017-09-12,12,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,12,under armour women's micro g skulpt running s,boxing & mma,footwear ,1,1
2017-09-12,13,adidas kids' rg iii mid football cleat,featured shops,apparel ,1,1
2017-09-12,13,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-12,13,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-12,13,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,1,1
2017-09-12,13,nike women's free 5.0 tr fit prt 4 training s,boxing & mma,footwear ,1,1
2017-09-12,13,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-12,13,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-12,13,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-12,13,sole e25 elliptical,basketball,fitness ,1,1
2017-09-12,13,stiga master series st3100 competition indoor,hockey,fitness ,2,2
2017-09-12,13,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-12,13,under armour women's ignite slide,electronics,footwear ,1,1
2017-09-12,14,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,14,adidas kids' rg iii mid football cleat,featured shops,apparel ,3,3
2017-09-12,14,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-12,14,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-12,14,merrell men's all out flash trail running sho,men's golf clubs,outdoors ,1,1
2017-09-12,14,nike men's cj elite 2 td football cleat,men's footwear,apparel ,3,3
2017-09-12,14,nike men's comfort 2 slide,tennis & racquet,fitness ,3,3
2017-09-12,14,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-09-12,14,nike men's free 5.0+ running shoe,cardio equipment,footwear ,1,1
2017-09-12,14,nike men's free tr 5.0 tb training shoe,as seen on  tv!,footwear ,2,2
2017-09-12,14,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-09-12,14,titleist pro v1x golf balls,electronics,outdoors ,1,1
2017-09-12,14,under armour women's micro g skulpt running s,boxing & mma,footwear ,2,2
2017-09-12,15,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-12,15,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-12,15,garmin approach s4 golf gps watch,kids' golf clubs,outdoors ,1,1
2017-09-12,15,hirzl women's soffft flex golf glove,golf balls,outdoors ,1,1
2017-09-12,15,nike dri-fit crew sock 6 pack,hockey,fitness ,1,1
2017-09-12,15,nike men's fingertrap max training shoe,soccer,fitness ,1,1
2017-09-12,15,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-09-12,15,pelican sunstream 100 kayak,water sports,fan shop ,1,1
2017-09-12,15,perfect fitness perfect rip deck,cleats,apparel ,2,2
2017-09-12,15,sole e25 elliptical,basketball,fitness ,1,1
2017-09-12,15,stiga master series st3100 competition indoor,hockey,fitness ,1,1
2017-09-12,15,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,15,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-12,16,adidas kids' f5 messi fg soccer cleat,baseball & softball,fitness ,1,1
2017-09-12,16,columbia men's pfg anchor tough t-shirt,shop by sport,golf ,1,1
2017-09-12,16,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,2,2
2017-09-12,16,field & stream sportsman 16 gun fire safe,fishing,fan shop ,2,2
2017-09-12,16,garmin approach s3 golf gps watch,trade-in,outdoors ,1,1
2017-09-12,16,glove it imperial golf towel,trade-in,outdoors ,1,1
2017-09-12,16,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-12,16,lija women's eyelet sleeveless golf polo,golf shoes,outdoors ,1,1
2017-09-12,16,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-09-12,16,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-09-12,16,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,1,1
2017-09-12,16,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-09-12,16,pelican sunstream 100 kayak,water sports,fan shop ,2,2
2017-09-12,16,perfect fitness perfect rip deck,cleats,apparel ,1,1
2017-09-12,16,tyr boys' team digi jammer,girls' apparel,golf ,1,1
2017-09-12,16,under armour hustle storm medium duffle bag,fitness accessories,footwear ,1,1
2017-09-12,16,under armour men's compression ev sl slide,electronics,footwear ,1,1
2017-09-12,17,adidas kids' rg iii mid football cleat,featured shops,apparel ,2,2
2017-09-12,17,adidas men's germany black crest away tee,girls' apparel,golf ,1,1
2017-09-12,17,adidas youth germany black/red away match soc,girls' apparel,golf ,1,1
2017-09-12,17,diamondback women's serene classic comfort bi,camping & hiking,fan shop ,1,1
2017-09-12,17,field & stream sportsman 16 gun fire safe,fishing,fan shop ,3,3
2017-09-12,17,insta-bed neverflat air mattress,hunting & shooting,fan shop ,1,1
2017-09-12,17,nike men's cj elite 2 td football cleat,men's footwear,apparel ,1,1
2017-09-12,17,nike men's dri-fit victory golf polo,women's apparel,golf ,2,2
2017-09-12,17,o'brien men's neoprene life vest,indoor outdoor games,fan shop ,2,2
2017-09-12,17,ogio race golf shoes,golf bags & carts,outdoors ,1,1
2017-09-12,17,perfect fitness perfect rip deck,cleats,apparel ,2,2
